"Sentence" "Speaker_id" "N2_dur.2" "N2_dur.1"
"68" "5" "12" 0.257565565336569 1.71446805788444
"69" "5" "13" 0.296536398356391 0.53851345164043
"70" "5" "14" 0.314532652855689 0.550890162820302
"71" "6" "1" 0.498847352744723 0.529618782603274
"72" "6" "2" 0.461464164884958 0.511181369321627
"73" "6" "3" 0.492675342978573 0.610295313954052
"74" "6" "4" 0.430872415898035 0.441157274044197
"75" "6" "5" 0.475265722452304 0.520177743453007
"76" "6" "6" 0.53498602204077 0.538309338615237
"77" "6" "7" 0.55557553532147 0.593801211714242
"78" "6" "8" 0.460091344698809 0.477480686953537
"79" "6" "9" 0.421686499092203 0.433551740969544
"80" "6" "10" 0.548025267756655 0.549851552477625
"81" "6" "11" 0.433423506509925 0.445394721954213
"82" "6" "12" 0.379903904598192 0.342544441034173
"83" "6" "13" 0.42795398558796 0.456178060451331
"84" "6" "14" 0.458691571139489 0.563474388442028
"85" "7" "1" 0.649251444463888 0.448766696574293
"86" "7" "2" 0.555599565286643 0.540660409042283
"87" "7" "3" 0.554691100985665 0.527994981069518
"88" "7" "4" 0.60580239672158 0.425870765353476
"89" "7" "5" 0.654704997831863 0.426232659237098
"90" "7" "6" 0.661045751284705 0.580642911210624
"91" "7" "7" 0.935925018233021 0.673561362729453
"92" "7" "8" 0.485658859073767 0.680297835629353
"93" "7" "9" 0.420876986368162 0.400423662784282
"94" "7" "10" 0.790200220470134 0.632125264964234
"95" "7" "11" 0.682772568809648 0.504440556175906
"96" "7" "12" 0.470432027564241 0.476927127387662
"97" "7" "13" 0.682451179396978 0.479178599996521
"98" "7" "14" 0.65010168051582 0.463993823919874
"99" "8" "1" 0.544762738200189 0.577782611109045
"100" "8" "2" 0.453193441801637 0.527414464995435
"101" "8" "3" 0.648058574475659 0.490106974605041
"102" "8" "4" 0.581940794918332 0.457511603869009
"103" "8" "5" 0.531097476000492 0.432951544916856
"104" "8" "6" 0.596773840838655 0.549860922451393
"105" "8" "7" 0.740910087481793 0.546468485676268
"106" "8" "8" 0.567009213174313 0.45301479594324
"107" "8" "9" 0.483342932991263 0.436547319943458
"108" "8" "10" 0.653235490532386 0.538796975243096
"109" "8" "11" 0.453479289242525 0.558371916103193
"110" "8" "12" 0.517886957122588 0.411597276129697
"111" "8" "13" 0.659449539503308 0.440781972244196
"112" "8" "14" 0.492492463544862 0.429776191455442
"113" "9" "1" 0.694986635373256 0.718526301132585
"114" "9" "2" 0.594931516279988 0.525165594836821
"115" "9" "3" 0.700243900367713 0.709430217776319
"116" "9" "4" 0.763647158334155 0.424821328859087
"117" "9" "5" 0.621571646205767 0.501087707619951
"118" "9" "6" 0.636252389730003 0.575909266408894
"119" "9" "7" 0.598386467827234 0.588994521515471
"120" "9" "8" 0.669120863133178 0.534953975890589
"121" "9" "9" 0.729940767810693 0.570860747204223
"122" "9" "10" 0.657108485117844 0.602215655503946
"123" "9" "11" 0.620710099776381 0.648859886583385
"124" "9" "12" 0.611201188543973 0.403155617604603
"125" "9" "13" 0.652597191503999 0.420227861195907
"126" "9" "14" 0.549738873559079 0.37532339016093
"127" "10" "1" 0.601263500119075 0.50582327349482
"128" "10" "2" 0.446183737696222 0.500795441444803
"129" "10" "3" 0.498277001332987 0.649130927882284
"130" "10" "4" 0.538936165244003 0.445697057582875
"131" "10" "5" 0.43044843879882 0.49306525436499
"132" "10" "6" 0.517100808159301 0.492556703234654
"133" "10" "7" 0.517113586353703 0.57550890904371
"134" "10" "8" 0.517395489774404 0.554634591764407
"135" "10" "9" 0.447103149410491 0.446864010259297
"136" "10" "10" 0.565993567006775 0.519994909487086
"137" "10" "11" 0.48541500914554 0.713598012240301
"138" "10" "12" 0.442034627827304 0.422283698720511
"139" "10" "13" 0.523137896834758 0.387309502087614
"140" "10" "14" 0.445752268136012 0.519806838932433
"141" "11" "1" 0.561328010109684 0.531004929126129
"142" "11" "2" 0.4871524453112 0.491328199345808
"143" "11" "3" 0.569469489050222 0.493672351979092
"144" "11" "4" 0.549970028361467 0.538656962912856
"145" "11" "5" 0.516063847637426 0.509098737978649
"146" "11" "6" 0.510910088860654 0.531629333943153
"147" "11" "7" 0.93435500092335 0.752797338624909
"148" "11" "8" 0.646494142275025 0.533506666757574
"149" "11" "9" 0.520189626701921 0.56085012742278
"150" "11" "10" 0.594743803351573 0.538104782277697
"151" "11" "11" 0.533517083522209 0.482558271252818
"152" "11" "12" 0.454978587124168 0.587618141605576
"153" "11" "13" 0.629981552280907 0.418980269318331
"154" "11" "14" 0.482361520400021 0.542017403844467
"155" "12" "1" 0.538542027879734 0.52618874825555
"156" "12" "2" 0.481887930942076 0.525708976113341
"157" "12" "3" 0.491901698313268 0.633937891106467
"158" "12" "4" 0.674791353748449 0.527076644652134
"159" "12" "5" 0.452369804296795 0.522801691282399
"160" "12" "6" 0.526624586230131 0.636268977029483
"161" "12" "7" 0.688049493647832 0.679743232977251
"162" "12" "8" 0.566791659400248 0.755591215958522
"163" "12" "9" 0.565273683312887 0.547614716471178
"164" "12" "10" 0.506705743198781 0.568610984594025
"165" "12" "11" 0.451869242814737 0.636706324154085
"166" "12" "12" 0.50079086657965 0.430347796814341
"167" "12" "13" 0.537822653792158 0.543212363933188
"168" "12" "14" 0.485786741797647 0.437098740317294
"169" "13" "1" 0.513728903518457 0.465143002106593
"170" "13" "2" 0.484705458442803 0.442705502921266
"171" "13" "3" 0.537212325899372 0.481293602016884
"172" "13" "4" 0.559567961107112 0.445617331451892
"173" "13" "5" 0.49791146777181 0.0131809330790455
"174" "13" "6" 0.561543915059078 0.584567244619266
"175" "13" "7" 0.782424979736621 0.664758259365516
"176" "13" "8" 0.654161728223393 0.561830225897015
"177" "13" "9" 0.538306942728769 0.504674163969285
"178" "13" "10" 0.521515445592813 0.54530339900914
"179" "13" "11" 0.637532436019063 0.447307752731724
"180" "13" "12" 0.402512629185844 0.674408839488729
"181" "13" "13" 0.51198681768177 0.418449927801496
"182" "13" "14" 0.451352252358824 0.355919118379044
"183" "14" "1" 0.578381772127042 0.549655108271486
"184" "14" "2" 0.52481091141955 0.541714139350929
"185" "14" "3" 0.506641027243243 0.573549384507078
"186" "14" "4" 0.621386295012245 0.530940800126546
"187" "14" "5" 0.666979372620959 0.478185397493644
"188" "14" "6" 0.532833189492531 0.62758418998809
"189" "14" "7" 0.939768097196042 0.728670349677442
"190" "14" "8" 0.522899742338237 0.452959811276898
"191" "14" "9" 0.530071659199139 0.524553355741985
"192" "14" "10" 0.693200788486433 0.63044814127374
"193" "14" "11" 0.534796458153556 0.447383059624153
"194" "14" "12" 0.55014870368891 0.464010705576299
"195" "14" "13" 0.579190353060023 0.424389111769703
"196" "14" "14" 0.476987103058551 0.619191478448794
"197" "15" "1" 0.458620439189904 0.511994316477369
"198" "15" "2" 0.435066209745415 0.449532215757789
"199" "15" "3" 0.496116335900119 0.533958152554083
"200" "15" "4" 0.729527632833222 0.531724031200351
"201" "15" "5" 0.502997661793168 0.456796852924982
"202" "15" "6" 0.485104511129916 0.541280204642752
"203" "15" "7" 0.74240072709849 1.03035945372916
"204" "15" "8" 0.527855899077891 0.422042294916661
"205" "15" "9" 0.456386584112612 0.431100129087768
"206" "15" "10" 0.561621655365996 0.57919853675882
"207" "15" "11" 0.450377011388807 0.451079279278729
"208" "15" "12" 0.398237992424256 0.381442260285792
"209" "15" "13" 0.480307813678116 0.451057754061352
"210" "15" "14" 0.459057328562383 0.379616713560765
"211" "16" "1" 0.64297391138201 0.561142287408672
"212" "16" "2" 0.515713718085192 0.537851603451223
"213" "16" "3" 0.622284924878203 0.487218047975586
"214" "16" "4" 0.640495909831137 0.517403348260791
"215" "16" "5" 0.593302876189146 0.526421984639981
"216" "16" "6" 0.584442490076099 0.563639564376007
"217" "16" "7" 0.667963742338485 0.645990131033225
"218" "16" "8" 0.689867311200048 0.45995452472386
"219" "16" "9" 0.593186931191906 0.706299295537356
"220" "16" "10" 0.873455635017465 0.624026962539898
"221" "16" "11" 0.524689528538368 0.549785912133978
"222" "16" "12" 0.5046647405629 0.504880384088127
"223" "16" "13" 0.592877309715737 0.46148567640522
"224" "16" "14" 0.635156470070224 0.47424258014428
"225" "17" "1" 0.568729466453328 0.541564631064052
"226" "17" "2" 0.46497169080015 0.428732265906405
"227" "17" "3" 0.520602779086259 0.542120311525307
"228" "17" "4" 0.66336344006926 0.519091782149632
"229" "17" "5" 0.519849435568032 0.401464006019469
"230" "17" "6" 0.507701127170695 0.505988889290953
"231" "17" "7" 0.699462584327047 0.513269370208143
"232" "17" "8" 0.736524003647303 1.06810793301303
"233" "17" "9" 0.467822986335166 0.445044295843521
"234" "17" "10" 0.549987635701156 0.560744835982662
"235" "17" "11" 0.477873175972466 0.60319558206362
"236" "17" "12" 0.426149925709746 0.466104534203348
"237" "17" "13" 0.627939543585025 0.530461347731385
"238" "17" "14" 0.446982468725201 0.409521559267057
"239" "18" "1" 0.754383960636266 0.478507176762545
"240" "18" "2" 0.538001368201373 0.561943640094316
"241" "18" "3" 0.582493602576392 0.474774469768969
"242" "18" "4" 0.586079713484471 0.560423939622326
"243" "18" "5" 0.652708261963402 0.461800687687717
"244" "18" "6" 0.600414369802145 0.595355025675028
"245" "18" "7" 0.809747575330897 0.617440979872983
"246" "18" "8" 0.525285137778533 0.460073446195738
"247" "18" "9" 0.527359021265629 0.551535960978625
"248" "18" "10" 0.582273491574548 0.533796794787736
"249" "18" "11" 0.633514054039783 0.626901734271943
"250" "18" "12" 0.577575404109333 0.456188715600814
"251" "18" "13" 0.572669066724788 0.491527630495653
"252" "18" "14" 0.508956776749162 0.435250788165488
"253" "19" "1" 0.628530439318074 0.588233926665293
"254" "19" "2" 0.54246409786164 0.490763684266502
"255" "19" "3" 0.583490174237178 0.620086969385364
"256" "19" "4" 0.699047019085695 0.531343829651391
"257" "19" "5" 0.603127503545191 0.669504498654628
"258" "19" "6" 0.614054646873718 0.615423567659869
"259" "19" "7" 0.728042900237693 0.682297674353729
"260" "19" "8" 0.582208918829638 0.53619864034497
"261" "19" "9" 0.496234956327047 0.58313205401357
"262" "19" "10" 0.682083531883108 0.623904551858149
"263" "19" "11" 0.544450582561482 0.497189123298131
"264" "19" "12" 0.485561344374438 0.613911704665932
"265" "19" "13" 0.545627389372631 0.489699854059953
"266" "19" "14" 0.584092624210634 0.460876740133349
"267" "20" "1" 0.593803547852301 0.584932788098271
"268" "20" "2" 0.543575244865157 0.800881456497596
"269" "20" "3" 0.555323109949182 0.596350120345032
"270" "20" "4" 0.728765570875199 0.48088115227328
"271" "20" "5" 0.585040950275931 0.540000040100328
"272" "20" "6" 0.588995970775241 0.55813811058406
"273" "20" "7" 0.694633296356417 1.37729767681889
"274" "20" "8" 0.589520006016452 0.678316022983202
"275" "20" "9" 0.634528339666086 0.902731452199122
"276" "20" "10" 0.574247836873879 0.61217693602446
"277" "20" "11" 0.652798658691858 0.518025476934249
"278" "20" "12" 0.435436013440765 0.419958125837403
"279" "20" "13" 0.66931082104045 0.771375900669202
"280" "20" "14" 0.674360690262956 0.762179713358449
"281" "21" "1" 0.556856419708875 0.527090683888894
"282" "21" "2" 0.567692986717881 0.547828208141366
"283" "21" "3" 0.576340685019281 0.58829509974594
"284" "21" "4" 0.63775748524266 0.541947484496584
"285" "21" "5" 0.468995376263056 0.618577580218244
"286" "21" "6" 0.615722858477851 0.716736738632132
"287" "21" "7" 0.709335959031299 0.780108864546923
"288" "21" "8" 1.26215712458706 0.665205688463752
"289" "21" "9" 0.466851130647055 0.511699885269052
"290" "21" "10" 0.542018971542706 0.578669299244613
"291" "21" "11" 0.523841337334548 0.506118715840707
"292" "21" "12" 0.474903285328219 0.497157924746802
"293" "21" "13" 0.68232422998301 0.479497195318129
"294" "21" "14" 0.486198948146768 0.496847992718881
"295" "22" "1" 0.515229074749928 0.459905883345116
"296" "22" "2" 0.465516542987763 0.470780705313296
"297" "22" "3" 0.530976063571802 0.578707134578312
"298" "22" "4" 0.596955913166854 0.386360766096195
"299" "22" "5" 0.444752615398748 0.500527969542817
"300" "22" "6" 0.489135711970047 0.531413221054848
"301" "22" "7" 0.504617037251574 0.572011840700887
"302" "22" "8" 0.496568497970382 0.438036827257698
"303" "22" "9" 0.429543280207971 0.408675006440685
"304" "22" "10" 0.500518843261536 0.523658827558927
"305" "22" "11" 0.490374064635661 0.423744881623864
"306" "22" "12" 0.487456620464885 0.373418076944264
"307" "22" "13" 0.568598996889058 0.49040398164057
"308" "22" "14" 0.523020148948559 0.395028837231658
"309" "23" "1" 0.60234568781896 0.495741211752769
"310" "23" "2" 0.727442529399666 0.542260710296654
"311" "23" "3" 0.612754362226827 0.553013160713444
"312" "23" "4" 0.593574550123676 0.616199270747182
"313" "23" "5" 0.396342150841067 0.454753485751232
"314" "23" "6" 0.539079951597134 0.563845340234427
"315" "23" "7" 1.08882646412985 0.654994240680567
"316" "23" "8" 0.575569390291268 0.651874451558703
"317" "23" "9" 0.513352482141041 0.521566928268332
"318" "23" "10" 0.683226884704083 0.616057421301376
"319" "23" "11" 0.466570087885681 0.467340643400384
"320" "23" "12" 0.411433307001998 0.397485264235217
"321" "23" "13" 0.549012102132504 0.721576849220603
"322" "23" "14" 0.424467435000991 0.572859402531693
"323" "24" "1" 0.554292407162681 0.539167533722184
"324" "24" "2" 0.469194640724108 0.474338023067191
"325" "24" "3" 0.591805062888399 0.53919998861989
"326" "24" "4" 0.774064660356038 0.543073875476959
"327" "24" "5" 0.421726650427491 0.462346307865272
"328" "24" "6" 0.587329924937526 0.569089372906654
"329" "24" "7" 0.818777220678774 0.789511544838958
"330" "24" "8" 0.62332419355114 0.485249417706441
"331" "24" "9" 0.528637188730008 0.522344984471517
"332" "24" "10" 0.527236462195789 0.631230867874476
"333" "24" "11" 0.479748884415446 0.494195999539944
"334" "24" "12" 0.505092031717034 0.4514054005467
"335" "24" "13" 0.668153040790837 0.49032891166681
"336" "24" "14" 0.507983116586977 0.424519206426472
