"subj" "item" "rt" "dist" "distance" "pred" "predability"
"45425" 33 21 754 -1 "short" -1 "predictable"
"45475" 33 22 776 1 "long" -1 "predictable"
"45525" 33 4 741 1 "long" 1 "unpredictable"
"45566" 33 5 740 -1 "short" -1 "predictable"
"45596" 33 33 445 -1 "short" -1 "predictable"
"45620" 33 3 487 -1 "short" 1 "unpredictable"
"45643" 33 26 1041 1 "long" -1 "predictable"
"45664" 33 35 420 -1 "short" 1 "unpredictable"
"45709" 33 19 501 -1 "short" 1 "unpredictable"
"45751" 33 1 540 -1 "short" -1 "predictable"
"45817" 33 2 442 1 "long" -1 "predictable"
"45889" 33 7 839 -1 "short" 1 "unpredictable"
"45933" 33 23 524 -1 "short" 1 "unpredictable"
"45981" 33 17 440 -1 "short" -1 "predictable"
"46028" 33 25 443 -1 "short" -1 "predictable"
"46072" 33 32 654 1 "long" 1 "unpredictable"
"46097" 33 28 435 1 "long" 1 "unpredictable"
"46122" 33 34 852 1 "long" -1 "predictable"
"46159" 33 13 414 -1 "short" -1 "predictable"
"46187" 33 10 498 1 "long" -1 "predictable"
"46220" 33 27 684 -1 "short" 1 "unpredictable"
"46261" 33 29 971 -1 "short" -1 "predictable"
"46364" 33 6 419 1 "long" -1 "predictable"
"46397" 33 15 473 -1 "short" 1 "unpredictable"
"46428" 33 8 486 1 "long" 1 "unpredictable"
"46484" 33 30 615 1 "long" -1 "predictable"
"46521" 33 31 495 -1 "short" 1 "unpredictable"
"46605" 33 20 523 1 "long" 1 "unpredictable"
"46646" 33 36 576 1 "long" 1 "unpredictable"
"46676" 33 18 517 1 "long" -1 "predictable"
"46723" 33 16 665 1 "long" 1 "unpredictable"
"46762" 33 24 375 1 "long" 1 "unpredictable"
"46786" 33 14 442 1 "long" -1 "predictable"
"46809" 33 9 668 -1 "short" -1 "predictable"
"46859" 33 12 379 1 "long" 1 "unpredictable"
"46900" 33 11 743 -1 "short" 1 "unpredictable"
"46980" 34 6 449 -1 "short" 1 "unpredictable"
"47042" 34 32 417 -1 "short" -1 "predictable"
"47114" 34 15 360 1 "long" 1 "unpredictable"
"47177" 34 33 383 1 "long" -1 "predictable"
"47244" 34 5 375 1 "long" -1 "predictable"
"47264" 34 16 402 -1 "short" -1 "predictable"
"47294" 34 10 415 -1 "short" 1 "unpredictable"
"47332" 34 19 343 1 "long" 1 "unpredictable"
"47379" 34 13 337 1 "long" -1 "predictable"
"47406" 34 3 361 1 "long" 1 "unpredictable"
"47456" 34 34 355 -1 "short" 1 "unpredictable"
"47484" 34 9 317 1 "long" -1 "predictable"
"47509" 34 2 211 -1 "short" 1 "unpredictable"
"47565" 34 14 310 -1 "short" 1 "unpredictable"
"47601" 34 17 355 1 "long" -1 "predictable"
"47682" 34 22 498 -1 "short" 1 "unpredictable"
"47724" 34 24 288 -1 "short" -1 "predictable"
"47775" 34 26 308 -1 "short" 1 "unpredictable"
"47832" 34 31 234 1 "long" 1 "unpredictable"
"47909" 34 4 363 -1 "short" -1 "predictable"
"47937" 34 28 352 -1 "short" -1 "predictable"
"47965" 34 1 298 1 "long" -1 "predictable"
"47997" 34 35 285 1 "long" 1 "unpredictable"
"48018" 34 8 307 -1 "short" -1 "predictable"
"48042" 34 27 342 1 "long" 1 "unpredictable"
"48082" 34 25 339 1 "long" -1 "predictable"
"48105" 34 11 352 1 "long" 1 "unpredictable"
"48149" 34 21 384 1 "long" -1 "predictable"
"48181" 34 12 366 -1 "short" -1 "predictable"
"48234" 34 30 315 -1 "short" 1 "unpredictable"
"48254" 34 36 376 -1 "short" -1 "predictable"
"48305" 34 23 277 1 "long" 1 "unpredictable"
"48332" 34 20 317 -1 "short" -1 "predictable"
"48352" 34 18 438 -1 "short" 1 "unpredictable"
"48432" 34 7 345 1 "long" 1 "unpredictable"
"48474" 34 29 356 1 "long" -1 "predictable"
"48545" 35 25 997 -1 "short" 1 "unpredictable"
"48577" 35 11 1079 -1 "short" -1 "predictable"
"48597" 35 31 1047 -1 "short" -1 "predictable"
"48616" 35 35 1648 -1 "short" -1 "predictable"
"48652" 35 7 800 -1 "short" -1 "predictable"
"48705" 35 2 820 1 "long" 1 "unpredictable"
"48748" 35 3 812 -1 "short" -1 "predictable"
"48775" 35 8 1309 1 "long" -1 "predictable"
"48814" 35 30 1413 1 "long" 1 "unpredictable"
"48930" 35 34 1804 1 "long" 1 "unpredictable"
"48973" 35 17 795 -1 "short" 1 "unpredictable"
"48999" 35 6 2806 1 "long" 1 "unpredictable"
"49049" 35 28 873 1 "long" -1 "predictable"
"49086" 35 23 886 -1 "short" -1 "predictable"
"49122" 35 19 649 -1 "short" -1 "predictable"
"49141" 35 33 884 -1 "short" 1 "unpredictable"
"49164" 35 22 909 1 "long" 1 "unpredictable"
"49196" 35 1 560 -1 "short" 1 "unpredictable"
"49231" 35 5 684 -1 "short" 1 "unpredictable"
"49281" 35 14 497 1 "long" 1 "unpredictable"
"49311" 35 21 630 -1 "short" 1 "unpredictable"
"49366" 35 16 564 1 "long" -1 "predictable"
"49404" 35 9 487 -1 "short" 1 "unpredictable"
"49427" 35 18 628 1 "long" 1 "unpredictable"
"49448" 35 15 528 -1 "short" -1 "predictable"
"49493" 35 13 541 -1 "short" 1 "unpredictable"
"49519" 35 12 513 1 "long" -1 "predictable"
"49550" 35 32 413 1 "long" -1 "predictable"
"49582" 35 4 388 1 "long" -1 "predictable"
"49643" 35 20 554 1 "long" -1 "predictable"
"49671" 35 26 1070 1 "long" 1 "unpredictable"
"49715" 35 10 531 1 "long" 1 "unpredictable"
"49837" 35 36 693 1 "long" -1 "predictable"
"49887" 35 24 384 1 "long" -1 "predictable"
"49986" 35 27 397 -1 "short" -1 "predictable"
"50006" 35 29 483 -1 "short" 1 "unpredictable"
"50106" 36 18 350 -1 "short" -1 "predictable"
"50131" 36 3 404 1 "long" -1 "predictable"
"50151" 36 22 357 -1 "short" -1 "predictable"
"50192" 36 34 387 -1 "short" -1 "predictable"
"50257" 36 14 315 -1 "short" -1 "predictable"
"50302" 36 28 244 -1 "short" 1 "unpredictable"
"50327" 36 7 255 1 "long" -1 "predictable"
"50368" 36 20 261 -1 "short" 1 "unpredictable"
"50394" 36 27 281 1 "long" -1 "predictable"
"50422" 36 15 325 1 "long" -1 "predictable"
"50460" 36 11 327 1 "long" -1 "predictable"
"50482" 36 32 347 -1 "short" 1 "unpredictable"
"50537" 36 1 388 1 "long" 1 "unpredictable"
"50558" 36 6 296 -1 "short" -1 "predictable"
"50606" 36 16 271 -1 "short" 1 "unpredictable"
"50652" 36 19 262 1 "long" -1 "predictable"
"50675" 36 5 704 1 "long" 1 "unpredictable"
"50819" 36 36 485 -1 "short" 1 "unpredictable"
"50883" 36 35 294 1 "long" -1 "predictable"
"50915" 36 30 151 -1 "short" -1 "predictable"
"50991" 36 2 179 -1 "short" -1 "predictable"
"51050" 36 4 222 -1 "short" 1 "unpredictable"
"51099" 36 26 214 -1 "short" -1 "predictable"
"51121" 36 24 131 -1 "short" 1 "unpredictable"
"51172" 36 33 318 1 "long" 1 "unpredictable"
"51211" 36 25 730 1 "long" 1 "unpredictable"
"51259" 36 17 323 1 "long" 1 "unpredictable"
"51304" 36 8 176 -1 "short" 1 "unpredictable"
"51339" 36 9 141 1 "long" 1 "unpredictable"
"51372" 36 12 213 -1 "short" 1 "unpredictable"
"51411" 36 31 311 1 "long" -1 "predictable"
"51437" 36 21 330 1 "long" 1 "unpredictable"
"51474" 36 13 343 1 "long" 1 "unpredictable"
"51520" 36 10 280 -1 "short" -1 "predictable"
"51543" 36 29 286 1 "long" 1 "unpredictable"
"51578" 36 23 296 1 "long" -1 "predictable"
"51689" 37 12 827 1 "long" 1 "unpredictable"
"51728" 37 30 675 1 "long" -1 "predictable"
"51754" 37 17 388 -1 "short" -1 "predictable"
"51793" 37 9 453 -1 "short" -1 "predictable"
"51851" 37 33 775 -1 "short" -1 "predictable"
"51934" 37 21 484 -1 "short" -1 "predictable"
"51958" 37 26 396 1 "long" -1 "predictable"
"51993" 37 34 1780 1 "long" -1 "predictable"
"52025" 37 19 435 -1 "short" 1 "unpredictable"
"52067" 37 24 504 1 "long" 1 "unpredictable"
"52110" 37 16 415 1 "long" 1 "unpredictable"
"52130" 37 5 923 -1 "short" -1 "predictable"
"52162" 37 23 560 -1 "short" 1 "unpredictable"
"52199" 37 13 500 -1 "short" -1 "predictable"
"52263" 37 2 487 1 "long" -1 "predictable"
"52369" 37 22 797 1 "long" -1 "predictable"
"52435" 37 14 382 1 "long" -1 "predictable"
"52468" 37 35 441 -1 "short" 1 "unpredictable"
"52514" 37 28 650 1 "long" 1 "unpredictable"
"52552" 37 36 394 1 "long" 1 "unpredictable"
"52583" 37 7 409 -1 "short" 1 "unpredictable"
"52613" 37 25 618 -1 "short" -1 "predictable"
"52692" 37 31 491 -1 "short" 1 "unpredictable"
"52726" 37 20 561 1 "long" 1 "unpredictable"
"52817" 37 4 426 1 "long" 1 "unpredictable"
"52850" 37 18 323 1 "long" -1 "predictable"
"52876" 37 27 322 -1 "short" 1 "unpredictable"
"52909" 37 10 376 1 "long" -1 "predictable"
"52933" 37 6 650 1 "long" -1 "predictable"
"52972" 37 29 410 -1 "short" -1 "predictable"
"52995" 37 32 439 1 "long" 1 "unpredictable"
"53028" 37 15 366 -1 "short" 1 "unpredictable"
"53068" 37 11 433 -1 "short" 1 "unpredictable"
"53106" 37 3 334 -1 "short" 1 "unpredictable"
"53136" 37 8 463 1 "long" 1 "unpredictable"
"53156" 37 1 345 -1 "short" -1 "predictable"
"53238" 38 21 354 1 "long" -1 "predictable"
"53294" 38 4 453 -1 "short" -1 "predictable"
"53313" 38 26 697 -1 "short" 1 "unpredictable"
"53384" 38 16 371 -1 "short" -1 "predictable"
"53404" 38 34 367 -1 "short" 1 "unpredictable"
"53429" 38 23 610 1 "long" 1 "unpredictable"
"53488" 38 6 316 -1 "short" 1 "unpredictable"
"53529" 38 20 295 -1 "short" -1 "predictable"
"53583" 38 11 243 1 "long" 1 "unpredictable"
"53645" 38 29 488 1 "long" -1 "predictable"
"53719" 38 19 287 1 "long" 1 "unpredictable"
"53751" 38 10 376 -1 "short" 1 "unpredictable"
"53784" 38 12 295 -1 "short" -1 "predictable"
"53804" 38 14 331 -1 "short" 1 "unpredictable"
"53834" 38 32 707 -1 "short" -1 "predictable"
"53858" 38 9 761 1 "long" -1 "predictable"
"53898" 38 5 477 1 "long" -1 "predictable"
"53922" 38 33 514 1 "long" -1 "predictable"
"53987" 38 25 490 1 "long" -1 "predictable"
"54030" 38 17 381 1 "long" -1 "predictable"
"54056" 38 13 407 1 "long" -1 "predictable"
"54083" 38 31 439 1 "long" 1 "unpredictable"
"54123" 38 28 430 -1 "short" -1 "predictable"
"54146" 38 8 363 -1 "short" -1 "predictable"
"54178" 38 24 455 -1 "short" -1 "predictable"
"54238" 38 36 423 -1 "short" -1 "predictable"
"54269" 38 22 446 -1 "short" 1 "unpredictable"
"54342" 38 7 449 1 "long" 1 "unpredictable"
"54369" 38 35 2192 1 "long" 1 "unpredictable"
"54440" 38 15 345 1 "long" 1 "unpredictable"
"54466" 38 30 384 -1 "short" 1 "unpredictable"
"54487" 38 18 356 -1 "short" 1 "unpredictable"
"54513" 38 3 448 1 "long" 1 "unpredictable"
"54586" 38 27 728 1 "long" 1 "unpredictable"
"54685" 38 2 339 -1 "short" 1 "unpredictable"
"54730" 38 1 349 1 "long" -1 "predictable"
"54799" 39 31 524 -1 "short" -1 "predictable"
"54819" 39 25 517 -1 "short" 1 "unpredictable"
"54845" 39 30 1200 1 "long" 1 "unpredictable"
"54901" 39 15 473 -1 "short" -1 "predictable"
"54983" 39 18 508 1 "long" 1 "unpredictable"
"55013" 39 13 307 -1 "short" 1 "unpredictable"
"55051" 39 3 512 -1 "short" -1 "predictable"
"55078" 39 2 407 1 "long" 1 "unpredictable"
"55139" 39 22 376 1 "long" 1 "unpredictable"
"55171" 39 1 309 -1 "short" 1 "unpredictable"
"55204" 39 10 352 1 "long" 1 "unpredictable"
"55267" 39 33 325 -1 "short" 1 "unpredictable"
"55307" 39 32 278 1 "long" -1 "predictable"
"55338" 39 11 480 -1 "short" -1 "predictable"
"55382" 39 23 260 -1 "short" -1 "predictable"
"55466" 39 14 325 1 "long" 1 "unpredictable"
"55486" 39 17 376 -1 "short" 1 "unpredictable"
"55517" 39 19 322 -1 "short" -1 "predictable"
"55571" 39 35 392 -1 "short" -1 "predictable"
"55594" 39 5 300 -1 "short" 1 "unpredictable"
"55629" 39 21 279 -1 "short" 1 "unpredictable"
"55664" 39 12 279 1 "long" -1 "predictable"
"55687" 39 6 279 1 "long" 1 "unpredictable"
"55719" 39 27 351 -1 "short" -1 "predictable"
"55785" 39 20 335 1 "long" -1 "predictable"
"55838" 39 34 365 1 "long" 1 "unpredictable"
"55886" 39 28 381 1 "long" -1 "predictable"
"55914" 39 24 322 1 "long" -1 "predictable"
"55963" 39 16 306 1 "long" -1 "predictable"
"56008" 39 8 290 1 "long" -1 "predictable"
"56045" 39 26 237 1 "long" 1 "unpredictable"
"56080" 39 4 245 1 "long" -1 "predictable"
"56117" 39 9 268 -1 "short" 1 "unpredictable"
"56221" 39 7 244 -1 "short" -1 "predictable"
"56244" 39 36 240 1 "long" -1 "predictable"
"56265" 39 29 460 -1 "short" 1 "unpredictable"
"56368" 40 2 427 -1 "short" -1 "predictable"
"56393" 40 30 421 -1 "short" -1 "predictable"
"56472" 40 22 434 -1 "short" -1 "predictable"
"56508" 40 3 422 1 "long" -1 "predictable"
"56541" 40 8 472 -1 "short" 1 "unpredictable"
"56578" 40 7 677 1 "long" -1 "predictable"
"56613" 40 12 367 -1 "short" 1 "unpredictable"
"56638" 40 33 465 1 "long" 1 "unpredictable"
"56701" 40 23 476 1 "long" -1 "predictable"
"56747" 40 14 364 -1 "short" -1 "predictable"
"56796" 40 28 459 -1 "short" 1 "unpredictable"
"56903" 40 5 456 1 "long" 1 "unpredictable"
"56927" 40 34 406 -1 "short" -1 "predictable"
"56951" 40 1 394 1 "long" 1 "unpredictable"
"57024" 40 32 360 -1 "short" 1 "unpredictable"
"57056" 40 20 599 -1 "short" 1 "unpredictable"
"57106" 40 9 379 1 "long" 1 "unpredictable"
"57234" 40 21 339 1 "long" 1 "unpredictable"
"57268" 40 6 315 -1 "short" -1 "predictable"
"57317" 40 27 409 1 "long" -1 "predictable"
"57343" 40 35 366 1 "long" -1 "predictable"
"57375" 40 18 228 -1 "short" -1 "predictable"
"57419" 40 4 304 -1 "short" 1 "unpredictable"
"57454" 40 16 353 -1 "short" 1 "unpredictable"
"57480" 40 29 488 1 "long" 1 "unpredictable"
"57511" 40 24 363 -1 "short" 1 "unpredictable"
"57545" 40 19 369 1 "long" -1 "predictable"
"57578" 40 31 322 1 "long" -1 "predictable"
"57605" 40 15 251 1 "long" -1 "predictable"
"57633" 40 17 300 1 "long" 1 "unpredictable"
"57661" 40 25 278 1 "long" 1 "unpredictable"
"57685" 40 36 358 -1 "short" 1 "unpredictable"
"57722" 40 13 309 1 "long" 1 "unpredictable"
"57773" 40 26 342 -1 "short" -1 "predictable"
"57811" 40 10 289 -1 "short" -1 "predictable"
"57851" 40 11 313 1 "long" -1 "predictable"
"57937" 41 29 540 -1 "short" -1 "predictable"
"57989" 41 5 690 -1 "short" -1 "predictable"
"58012" 41 15 511 -1 "short" 1 "unpredictable"
"58068" 41 13 521 -1 "short" -1 "predictable"
"58105" 41 18 580 1 "long" -1 "predictable"
"58160" 41 8 534 1 "long" 1 "unpredictable"
"58184" 41 3 452 -1 "short" 1 "unpredictable"
"58246" 41 9 565 -1 "short" -1 "predictable"
"58283" 41 7 432 -1 "short" 1 "unpredictable"
"58304" 41 23 556 -1 "short" 1 "unpredictable"
"58361" 41 31 823 -1 "short" 1 "unpredictable"
"58465" 41 36 438 1 "long" 1 "unpredictable"
"58504" 41 35 446 -1 "short" 1 "unpredictable"
"58527" 41 21 457 -1 "short" -1 "predictable"
"58570" 41 25 402 -1 "short" -1 "predictable"
"58593" 41 2 467 1 "long" -1 "predictable"
"58658" 41 32 429 1 "long" 1 "unpredictable"
"58711" 41 4 663 1 "long" 1 "unpredictable"
"58773" 41 16 472 1 "long" 1 "unpredictable"
"58793" 41 19 463 -1 "short" 1 "unpredictable"
"58822" 41 12 463 1 "long" 1 "unpredictable"
"58859" 41 22 449 1 "long" -1 "predictable"
"58920" 41 24 656 1 "long" 1 "unpredictable"
"58957" 41 17 414 -1 "short" -1 "predictable"
"58991" 41 33 596 -1 "short" -1 "predictable"
"59024" 41 26 662 1 "long" -1 "predictable"
"59097" 41 30 528 1 "long" -1 "predictable"
"59147" 41 34 441 1 "long" -1 "predictable"
"59189" 41 27 403 -1 "short" 1 "unpredictable"
"59226" 41 10 432 1 "long" -1 "predictable"
"59255" 41 1 318 -1 "short" -1 "predictable"
"59290" 41 11 452 -1 "short" 1 "unpredictable"
"59332" 41 6 390 1 "long" -1 "predictable"
"59356" 41 28 526 1 "long" 1 "unpredictable"
"59384" 41 20 462 1 "long" 1 "unpredictable"
"59420" 41 14 391 1 "long" -1 "predictable"
"59494" 42 4 1104 -1 "short" -1 "predictable"
"59530" 42 26 585 -1 "short" 1 "unpredictable"
"59583" 42 8 710 -1 "short" -1 "predictable"
"59635" 42 7 801 1 "long" 1 "unpredictable"
"59661" 42 19 579 1 "long" 1 "unpredictable"
"59696" 42 12 542 -1 "short" -1 "predictable"
"59739" 42 15 997 1 "long" 1 "unpredictable"
"59761" 42 2 821 -1 "short" 1 "unpredictable"
"59795" 42 21 422 1 "long" -1 "predictable"
"59824" 42 28 729 -1 "short" -1 "predictable"
"59851" 42 5 486 1 "long" -1 "predictable"
"59904" 42 18 661 -1 "short" 1 "unpredictable"
"59932" 42 27 406 1 "long" 1 "unpredictable"
"59967" 42 17 462 1 "long" -1 "predictable"
"60045" 42 29 1677 1 "long" -1 "predictable"
"60079" 42 35 559 1 "long" 1 "unpredictable"
"60116" 42 24 417 -1 "short" -1 "predictable"
"60143" 42 11 820 1 "long" 1 "unpredictable"
"60227" 42 3 342 1 "long" 1 "unpredictable"
"60261" 42 6 362 -1 "short" 1 "unpredictable"
"60305" 42 14 438 -1 "short" 1 "unpredictable"
"60334" 42 10 646 -1 "short" 1 "unpredictable"
"60392" 42 23 690 1 "long" 1 "unpredictable"
"60435" 42 22 447 -1 "short" 1 "unpredictable"
"60460" 42 36 368 -1 "short" -1 "predictable"
"60520" 42 30 407 -1 "short" 1 "unpredictable"
"60550" 42 34 448 -1 "short" 1 "unpredictable"
"60574" 42 16 374 -1 "short" -1 "predictable"
"60621" 42 9 631 1 "long" -1 "predictable"
"60676" 42 13 396 1 "long" -1 "predictable"
"60699" 42 32 641 -1 "short" -1 "predictable"
"60760" 42 31 562 1 "long" 1 "unpredictable"
"60790" 42 20 409 -1 "short" -1 "predictable"
"60856" 42 25 323 1 "long" -1 "predictable"
"60884" 42 1 427 1 "long" -1 "predictable"
"60962" 42 33 381 1 "long" -1 "predictable"
"61058" 43 9 917 -1 "short" 1 "unpredictable"
"61082" 43 36 1149 1 "long" -1 "predictable"
"61139" 43 29 676 -1 "short" 1 "unpredictable"
"61162" 43 4 680 1 "long" -1 "predictable"
"61182" 43 7 563 -1 "short" -1 "predictable"
"61221" 43 6 475 1 "long" 1 "unpredictable"
"61332" 43 17 647 -1 "short" 1 "unpredictable"
"61366" 43 14 417 1 "long" 1 "unpredictable"
"61389" 43 21 512 -1 "short" 1 "unpredictable"
"61420" 43 27 366 -1 "short" -1 "predictable"
"61441" 43 33 477 -1 "short" 1 "unpredictable"
"61499" 43 32 397 1 "long" -1 "predictable"
"61538" 43 11 468 -1 "short" -1 "predictable"
"61591" 43 12 400 1 "long" -1 "predictable"
"61665" 43 30 474 1 "long" 1 "unpredictable"
"61710" 43 5 483 -1 "short" 1 "unpredictable"
"61806" 43 34 987 1 "long" 1 "unpredictable"
"61861" 43 2 320 1 "long" 1 "unpredictable"
"61897" 43 26 489 1 "long" 1 "unpredictable"
"61920" 43 19 322 -1 "short" -1 "predictable"
"61944" 43 24 404 1 "long" -1 "predictable"
"62000" 43 10 406 1 "long" 1 "unpredictable"
"62026" 43 28 284 1 "long" -1 "predictable"
"62100" 43 25 413 -1 "short" 1 "unpredictable"
"62137" 43 22 374 1 "long" 1 "unpredictable"
"62184" 43 3 534 -1 "short" -1 "predictable"
"62217" 43 23 307 -1 "short" -1 "predictable"
"62244" 43 15 456 -1 "short" -1 "predictable"
"62267" 43 1 373 -1 "short" 1 "unpredictable"
"62290" 43 18 641 1 "long" 1 "unpredictable"
"62314" 43 8 346 1 "long" -1 "predictable"
"62392" 43 35 506 -1 "short" -1 "predictable"
"62415" 43 13 413 -1 "short" 1 "unpredictable"
"62448" 43 20 346 1 "long" -1 "predictable"
"62495" 43 31 324 -1 "short" -1 "predictable"
"62542" 43 16 404 1 "long" -1 "predictable"
"62626" 44 29 932 1 "long" 1 "unpredictable"
"62649" 44 18 448 -1 "short" -1 "predictable"
"62679" 44 36 540 -1 "short" 1 "unpredictable"
"62726" 44 13 459 1 "long" 1 "unpredictable"
"62749" 44 3 390 1 "long" -1 "predictable"
"62775" 44 11 794 1 "long" -1 "predictable"
"62801" 44 31 688 1 "long" -1 "predictable"
"62832" 44 32 477 -1 "short" 1 "unpredictable"
"62864" 44 35 508 1 "long" -1 "predictable"
"62964" 44 15 450 1 "long" -1 "predictable"
"62998" 44 12 418 -1 "short" 1 "unpredictable"
"63025" 44 22 417 -1 "short" -1 "predictable"
"63055" 44 27 420 1 "long" -1 "predictable"
"63112" 44 17 486 1 "long" 1 "unpredictable"
"63133" 44 8 429 -1 "short" 1 "unpredictable"
"63158" 44 7 461 1 "long" -1 "predictable"
"63192" 44 34 395 -1 "short" -1 "predictable"
"63252" 44 9 435 1 "long" 1 "unpredictable"
"63295" 44 23 381 1 "long" -1 "predictable"
"63339" 44 5 410 1 "long" 1 "unpredictable"
"63434" 44 19 428 1 "long" -1 "predictable"
"63463" 44 6 397 -1 "short" -1 "predictable"
"63529" 44 4 397 -1 "short" 1 "unpredictable"
"63562" 44 21 434 1 "long" 1 "unpredictable"
"63646" 44 16 404 -1 "short" 1 "unpredictable"
"63684" 44 25 397 1 "long" 1 "unpredictable"
"63718" 44 1 365 1 "long" 1 "unpredictable"
"63767" 44 14 390 -1 "short" -1 "predictable"
"63819" 44 26 356 -1 "short" -1 "predictable"
"63872" 44 28 355 -1 "short" 1 "unpredictable"
"63932" 44 33 375 1 "long" 1 "unpredictable"
"63963" 44 2 385 -1 "short" -1 "predictable"
"63986" 44 10 323 -1 "short" -1 "predictable"
"64044" 44 30 331 -1 "short" -1 "predictable"
"64083" 44 24 350 -1 "short" 1 "unpredictable"
"64103" 44 20 308 -1 "short" 1 "unpredictable"
"64189" 45 19 424 -1 "short" 1 "unpredictable"
"64217" 45 30 1013 1 "long" -1 "predictable"
"64259" 45 5 437 -1 "short" -1 "predictable"
"64297" 45 14 419 1 "long" -1 "predictable"
"64339" 45 17 763 -1 "short" -1 "predictable"
"64360" 45 25 319 -1 "short" -1 "predictable"
"64383" 45 8 351 1 "long" 1 "unpredictable"
"64418" 45 36 344 1 "long" 1 "unpredictable"
"64470" 45 31 346 -1 "short" 1 "unpredictable"
"64499" 45 1 283 -1 "short" -1 "predictable"
"64565" 45 26 308 1 "long" -1 "predictable"
"64615" 45 21 529 -1 "short" -1 "predictable"
"64671" 45 24 379 1 "long" 1 "unpredictable"
"64742" 45 20 336 1 "long" 1 "unpredictable"
"64781" 45 10 316 1 "long" -1 "predictable"
"64834" 45 33 322 -1 "short" -1 "predictable"
"64861" 45 4 295 1 "long" 1 "unpredictable"
"64925" 45 27 354 -1 "short" 1 "unpredictable"
"64971" 45 16 380 1 "long" 1 "unpredictable"
"64997" 45 22 454 1 "long" -1 "predictable"
"65040" 45 32 544 1 "long" 1 "unpredictable"
"65060" 45 23 326 -1 "short" 1 "unpredictable"
"65152" 45 7 467 -1 "short" 1 "unpredictable"
"65178" 45 34 347 1 "long" -1 "predictable"
"65229" 45 3 384 -1 "short" 1 "unpredictable"
"65264" 45 6 323 1 "long" -1 "predictable"
"65304" 45 18 342 1 "long" -1 "predictable"
"65326" 45 35 352 -1 "short" 1 "unpredictable"
"65411" 45 9 347 -1 "short" -1 "predictable"
"65471" 45 11 654 -1 "short" 1 "unpredictable"
"65517" 45 28 308 1 "long" 1 "unpredictable"
"65541" 45 2 311 1 "long" -1 "predictable"
"65603" 45 29 337 -1 "short" -1 "predictable"
"65625" 45 12 325 1 "long" 1 "unpredictable"
"65645" 45 13 345 -1 "short" -1 "predictable"
"65678" 45 15 321 -1 "short" 1 "unpredictable"
